"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 23 06:24:01 GMT 2023","Sat Dec 23 06:24:01 GMT 2023","214","Contact management","Lists","","","","Add existing contacts to a list",""
"passed","Sat Dec 23 06:24:17 GMT 2023","Sat Dec 23 06:24:17 GMT 2023","209","Sales CRM","Notes","","","","Update a note",""
"failed","Sat Dec 23 06:24:10 GMT 2023","Sat Dec 23 06:24:10 GMT 2023","204","Accounts and settings","Senders","","","","Create a new sender",""
"passed","Sat Dec 23 06:24:08 GMT 2023","Sat Dec 23 06:24:08 GMT 2023","216","Accounts and settings","Corporate","","","","Get the details of requested master account",""
"failed","Sat Dec 23 06:23:45 GMT 2023","Sat Dec 23 06:23:45 GMT 2023","232","Transactional","Email API","","","","Get the personalized content of a sent transactional email",""
"passed","Sat Dec 23 06:24:16 GMT 2023","Sat Dec 23 06:24:16 GMT 2023","212","Sales CRM","Tasks","","","","Get a task",""
"passed","Sat Dec 23 06:23:55 GMT 2023","Sat Dec 23 06:23:55 GMT 2023","215","Marketing","SMS Campaigns","","","","Send your SMS campaign immediately",""
"failed","Sat Dec 23 06:24:22 GMT 2023","Sat Dec 23 06:24:22 GMT 2023","204","eCommerce","Products","","","","Create/update a product",""
"passed","Sat Dec 23 06:24:02 GMT 2023","Sat Dec 23 06:24:02 GMT 2023","203","Contact management","Attributes","","","","Update contact attribute",""
"failed","Sat Dec 23 06:23:53 GMT 2023","Sat Dec 23 06:23:53 GMT 2023","202","Marketing","Email Campaigns","","","","Export the recipients of an email campaign",""
"passed","Sat Dec 23 06:23:46 GMT 2023","Sat Dec 23 06:23:46 GMT 2023","195","Transactional","Templates","","","","Delete an inactive email template",""
"passed","Sat Dec 23 06:24:06 GMT 2023","Sat Dec 23 06:24:06 GMT 2023","198","Accounts and settings","Reseller","Child accounts","","","Update info of reseller's child based on the child identifier supplied",""
"failed","Sat Dec 23 06:23:59 GMT 2023","Sat Dec 23 06:23:59 GMT 2023","207","Contact management","Folders","","","","Create a folder",""
"passed","Sat Dec 23 06:23:53 GMT 2023","Sat Dec 23 06:23:53 GMT 2023","222","Marketing","Email Campaigns","","","","Get a shared template url",""
"passed","Sat Dec 23 06:23:59 GMT 2023","Sat Dec 23 06:23:59 GMT 2023","227","Contact management","Contacts","","","","Get email campaigns' statistics for a contact",""
"failed","Sat Dec 23 06:23:54 GMT 2023","Sat Dec 23 06:23:55 GMT 2023","224","Marketing","SMS Campaigns","","","","Get an SMS campaign",""
"failed","Sat Dec 23 06:23:53 GMT 2023","Sat Dec 23 06:23:53 GMT 2023","229","Marketing","Email Campaigns","","","","Send the report of a campaign",""
"passed","Sat Dec 23 06:24:08 GMT 2023","Sat Dec 23 06:24:08 GMT 2023","215","Accounts and settings","Corporate","","","","Get the list of all the sub-accounts of the master account.",""
"passed","Sat Dec 23 06:24:05 GMT 2023","Sat Dec 23 06:24:05 GMT 2023","204","Accounts and settings","Reseller","Domains","","","Create a domain for a child account",""
"failed","Sat Dec 23 06:23:49 GMT 2023","Sat Dec 23 06:23:49 GMT 2023","236","Transactional","Inbound Email Parsing","","","","Get the list of all the events for the received emails.",""
"failed","Sat Dec 23 06:23:51 GMT 2023","Sat Dec 23 06:23:51 GMT 2023","222","Transactional","WhatsApp Transactional","","","","Send a WhatsApp message",""
"failed","Sat Dec 23 06:23:52 GMT 2023","Sat Dec 23 06:23:52 GMT 2023","211","Marketing","Email Campaigns","","","","Delete an email campaign",""
"failed","Sat Dec 23 06:23:48 GMT 2023","Sat Dec 23 06:23:48 GMT 2023","226","Transactional","Blocked Domains","","","","Get the list of blocked domains",""
"passed","Sat Dec 23 06:24:07 GMT 2023","Sat Dec 23 06:24:07 GMT 2023","216","Accounts and settings","Reseller","Child accounts","","","Get the list of all children accounts",""
"failed","Sat Dec 23 06:23:47 GMT 2023","Sat Dec 23 06:23:47 GMT 2023","241","Transactional","Statistics","","","","Get your transactional email activity aggregated over a period of time",""
"failed","Sat Dec 23 06:24:21 GMT 2023","Sat Dec 23 06:24:21 GMT 2023","218","eCommerce","Categories","","","","Create/update a category",""
"passed","Sat Dec 23 06:23:48 GMT 2023","Sat Dec 23 06:23:48 GMT 2023","216","Transactional","Blocked Contacts","","","","Unblock or resubscribe a transactional contact",""
"passed","Sat Dec 23 06:23:46 GMT 2023","Sat Dec 23 06:23:46 GMT 2023","220","Transactional","Templates","","","","Returns the template information",""
"passed","Sat Dec 23 06:23:58 GMT 2023","Sat Dec 23 06:23:58 GMT 2023","209","Contact management","Contacts","","","","Get a contact's details",""
"passed","Sat Dec 23 06:24:14 GMT 2023","Sat Dec 23 06:24:15 GMT 2023","256","Sales CRM","Deals","","","","Get a deal",""
"failed","Sat Dec 23 06:24:21 GMT 2023","Sat Dec 23 06:24:21 GMT 2023","211","eCommerce","Orders","","","","Create orders in batch",""
"failed","Sat Dec 23 06:24:23 GMT 2023","Sat Dec 23 06:24:23 GMT 2023","204","eCommerce","","","","","Activate eCommerce platform on your account",""
"passed","Sat Dec 23 06:24:10 GMT 2023","Sat Dec 23 06:24:10 GMT 2023","216","Accounts and settings","Senders","","","","Get all the dedicated IPs for your account",""
"passed","Sat Dec 23 06:24:22 GMT 2023","Sat Dec 23 06:24:22 GMT 2023","215","eCommerce","Categories","","","","Get a category details",""
"passed","Sat Dec 23 06:24:07 GMT 2023","Sat Dec 23 06:24:07 GMT 2023","200","Accounts and settings","Reseller","Child accounts","","","Creates a reseller child",""
"passed","Sat Dec 23 06:23:56 GMT 2023","Sat Dec 23 06:23:56 GMT 2023","207","Marketing","WhatsApp Campaigns","","","","Get a WhatsApp campaign",""
"passed","Sat Dec 23 06:24:20 GMT 2023","Sat Dec 23 06:24:20 GMT 2023","232","Conversations","Pushed messages","","","","Get an automated message",""
"failed","Sat Dec 23 06:24:14 GMT 2023","Sat Dec 23 06:24:14 GMT 2023","215","Sales CRM","Deals","","","","Create a deal",""
"failed","Sat Dec 23 06:23:52 GMT 2023","Sat Dec 23 06:23:53 GMT 2023","201","Marketing","Email Campaigns","","","","Update an email campaign status",""
"passed","Sat Dec 23 06:24:12 GMT 2023","Sat Dec 23 06:24:13 GMT 2023","222","Sales CRM","Companies","","","","Link and Unlink company with contact and deal",""
"passed","Sat Dec 23 06:24:15 GMT 2023","Sat Dec 23 06:24:15 GMT 2023","223","Sales CRM","Tasks","","","","Get all tasks",""
"passed","Sat Dec 23 06:24:05 GMT 2023","Sat Dec 23 06:24:05 GMT 2023","212","Accounts and settings","Reseller","Domains","","","Get all sender domains for a specific child account",""
"failed","Sat Dec 23 06:24:20 GMT 2023","Sat Dec 23 06:24:21 GMT 2023","232","eCommerce","Orders","","","","Create/update an order",""
"passed","Sat Dec 23 06:24:14 GMT 2023","Sat Dec 23 06:24:14 GMT 2023","214","Sales CRM","Deals","","","","Get deal attributes",""
"passed","Sat Dec 23 06:24:00 GMT 2023","Sat Dec 23 06:24:01 GMT 2023","217","Contact management","Lists","","","","Get all the lists",""
"passed","Sat Dec 23 06:24:07 GMT 2023","Sat Dec 23 06:24:07 GMT 2023","226","Accounts and settings","Reseller","Child accounts","","","Get session token to access Sendinblue (SSO)",""
"passed","Sat Dec 23 06:24:15 GMT 2023","Sat Dec 23 06:24:15 GMT 2023","208","Sales CRM","Deals","","","","Update a deal",""
"passed","Sat Dec 23 06:24:11 GMT 2023","Sat Dec 23 06:24:11 GMT 2023","221","Accounts and settings","Domains","","","","Get the list of all your domains",""
"passed","Sat Dec 23 06:24:09 GMT 2023","Sat Dec 23 06:24:09 GMT 2023","213","Accounts and settings","Corporate","","","","Get sub-account details",""
"passed","Sat Dec 23 06:24:18 GMT 2023","Sat Dec 23 06:24:18 GMT 2023","224","Sales CRM","Files","","","","Download a file",""
"passed","Sat Dec 23 06:24:06 GMT 2023","Sat Dec 23 06:24:06 GMT 2023","218","Accounts and settings","Reseller","Child accounts","","","Get a child account's details",""
"failed","Sat Dec 23 06:23:56 GMT 2023","Sat Dec 23 06:23:56 GMT 2023","219","Marketing","SMS Campaigns","","","","Send an SMS campaign's report",""
"failed","Sat Dec 23 06:24:01 GMT 2023","Sat Dec 23 06:24:01 GMT 2023","211","Contact management","Lists","","","","Delete a contact from a list",""
"passed","Sat Dec 23 06:24:16 GMT 2023","Sat Dec 23 06:24:16 GMT 2023","203","Sales CRM","Tasks","","","","Update a task",""
"passed","Sat Dec 23 06:24:11 GMT 2023","Sat Dec 23 06:24:11 GMT 2023","212","Accounts and settings","Senders","","","","Get all the dedicated IPs for a sender",""
"passed","Sat Dec 23 06:24:13 GMT 2023","Sat Dec 23 06:24:14 GMT 2023","217","Sales CRM","Companies","","","","Get pipeline stages",""
"passed","Sat Dec 23 06:24:05 GMT 2023","Sat Dec 23 06:24:05 GMT 2023","208","Accounts and settings","Reseller","Domains","","","Update the sender domain of reseller's child based on the childIdentifier and domainName passed",""
"failed","Sat Dec 23 06:24:17 GMT 2023","Sat Dec 23 06:24:17 GMT 2023","213","Sales CRM","Notes","","","","Create a note",""
"passed","Sat Dec 23 06:24:04 GMT 2023","Sat Dec 23 06:24:05 GMT 2023","215","Accounts and settings","Reseller","IP management","","","Associate a dedicated IP to the child",""
"passed","Sat Dec 23 06:24:17 GMT 2023","Sat Dec 23 06:24:17 GMT 2023","216","Sales CRM","Notes","","","","Get a note",""
"passed","Sat Dec 23 06:24:17 GMT 2023","Sat Dec 23 06:24:18 GMT 2023","215","Sales CRM","Files","","","","Get all files",""
"failed","Sat Dec 23 06:24:11 GMT 2023","Sat Dec 23 06:24:11 GMT 2023","201","Accounts and settings","Domains","","","","Create a new domain",""
"passed","Sat Dec 23 06:24:05 GMT 2023","Sat Dec 23 06:24:05 GMT 2023","200","Accounts and settings","Reseller","IP management","","","Dissociate a dedicated IP to the child",""
"failed","Sat Dec 23 06:24:15 GMT 2023","Sat Dec 23 06:24:16 GMT 2023","218","Sales CRM","Tasks","","","","Create a task",""
"passed","Sat Dec 23 06:24:08 GMT 2023","Sat Dec 23 06:24:08 GMT 2023","212","Accounts and settings","Process","","","","Return the informations for a process",""
"failed","Sat Dec 23 06:23:45 GMT 2023","Sat Dec 23 06:23:45 GMT 2023","221","Transactional","Email API","","","","Delete scheduled emails by batchId or messageId",""
"passed","Sat Dec 23 06:24:04 GMT 2023","Sat Dec 23 06:24:04 GMT 2023","206","Accounts and settings","Webhooks","","","","Update a webhook",""
"passed","Sat Dec 23 06:24:19 GMT 2023","Sat Dec 23 06:24:19 GMT 2023","206","Conversations","Messages","","","","Delete a message sent by an agent",""
"passed","Sat Dec 23 06:23:46 GMT 2023","Sat Dec 23 06:23:46 GMT 2023","213","Transactional","Templates","","","","Update an email template",""
"passed","Sat Dec 23 06:24:21 GMT 2023","Sat Dec 23 06:24:22 GMT 2023","209","eCommerce","Categories","","","","Create categories in batch",""
"passed","Sat Dec 23 06:24:03 GMT 2023","Sat Dec 23 06:24:04 GMT 2023","210","Accounts and settings","Webhooks","","","","Get a webhook details",""
"passed","Sat Dec 23 06:23:48 GMT 2023","Sat Dec 23 06:23:49 GMT 2023","233","Transactional","Blocked Domains","","","","Unblock an existing domain from the list of blocked domains",""
"passed","Sat Dec 23 06:24:20 GMT 2023","Sat Dec 23 06:24:20 GMT 2023","199","Conversations","Pushed messages","","","","Delete an automated message",""
"passed","Sat Dec 23 06:24:22 GMT 2023","Sat Dec 23 06:24:23 GMT 2023","212","eCommerce","Products","","","","Create products in batch",""
"failed","Sat Dec 23 06:23:50 GMT 2023","Sat Dec 23 06:23:50 GMT 2023","219","Transactional","SMS statistics","","","","Get your SMS activity aggregated per day",""
"failed","Sat Dec 23 06:23:56 GMT 2023","Sat Dec 23 06:23:56 GMT 2023","207","Marketing","SMS Campaigns","","","","Export an SMS campaign's recipients",""
"failed","Sat Dec 23 06:23:51 GMT 2023","Sat Dec 23 06:23:51 GMT 2023","235","Marketing","Email Campaigns","","","","Get an email campaign report",""
"passed","Sat Dec 23 06:23:59 GMT 2023","Sat Dec 23 06:24:00 GMT 2023","224","Contact management","Folders","","","","Returns a folder's details",""
"passed","Sat Dec 23 06:24:12 GMT 2023","Sat Dec 23 06:24:12 GMT 2023","229","Sales CRM","Companies","","","","Get company attributes",""
"passed","Sat Dec 23 06:24:09 GMT 2023","Sat Dec 23 06:24:09 GMT 2023","219","Accounts and settings","Corporate","","","","Update sub-account plan",""
"failed","Sat Dec 23 06:23:58 GMT 2023","Sat Dec 23 06:23:58 GMT 2023","206","Contact management","Contacts","","","","Update multiple contacts",""
"passed","Sat Dec 23 06:24:11 GMT 2023","Sat Dec 23 06:24:11 GMT 2023","206","Accounts and settings","Domains","","","","Delete a domain",""
"passed","Sat Dec 23 06:24:06 GMT 2023","Sat Dec 23 06:24:06 GMT 2023","203","Accounts and settings","Reseller","Child accounts","","","Delete a single reseller child based on the child identifier supplied",""
"failed","Sat Dec 23 06:24:00 GMT 2023","Sat Dec 23 06:24:00 GMT 2023","214","Contact management","Folders","","","","Update a folder",""
"passed","Sat Dec 23 06:24:15 GMT 2023","Sat Dec 23 06:24:15 GMT 2023","210","Sales CRM","Deals","","","","Delete a deal",""
"passed","Sat Dec 23 06:24:10 GMT 2023","Sat Dec 23 06:24:11 GMT 2023","205","Accounts and settings","Senders","","","","Delete a sender",""
"passed","Sat Dec 23 06:24:18 GMT 2023","Sat Dec 23 06:24:18 GMT 2023","198","Sales CRM","Files","","","","Delete a file",""
"passed","Sat Dec 23 06:24:02 GMT 2023","Sat Dec 23 06:24:02 GMT 2023","252","Contact management","Attributes","","","","List all attributes",""
"failed","Sat Dec 23 06:23:47 GMT 2023","Sat Dec 23 06:23:47 GMT 2023","217","Transactional","Statistics","","","","Get your transactional email activity aggregated per day",""
"failed","Sat Dec 23 06:23:54 GMT 2023","Sat Dec 23 06:23:54 GMT 2023","212","Marketing","SMS Campaigns","","","","Creates an SMS campaign",""
"failed","Sat Dec 23 06:23:54 GMT 2023","Sat Dec 23 06:23:54 GMT 2023","216","Marketing","SMS Campaigns","","","","Returns the information for all your created SMS campaigns",""
"failed","Sat Dec 23 06:23:44 GMT 2023","Sat Dec 23 06:23:44 GMT 2023","246","Transactional","Email API","","","","Send a scheduled transactional email",""
"passed","Sat Dec 23 06:23:59 GMT 2023","Sat Dec 23 06:23:59 GMT 2023","209","Contact management","Contacts","","","","Update a contact",""
"passed","Sat Dec 23 06:24:01 GMT 2023","Sat Dec 23 06:24:01 GMT 2023","219","Contact management","Lists","","","","Get contacts in a list",""
"passed","Sat Dec 23 06:24:22 GMT 2023","Sat Dec 23 06:24:22 GMT 2023","222","eCommerce","Products","","","","Get a product's details",""
"failed","Sat Dec 23 06:23:51 GMT 2023","Sat Dec 23 06:23:52 GMT 2023","208","Marketing","Email Campaigns","","","","Update an email campaign",""
"passed","Sat Dec 23 06:24:00 GMT 2023","Sat Dec 23 06:24:00 GMT 2023","202","Contact management","Folders","","","","Delete a folder (and all its lists)",""
"passed","Sat Dec 23 06:24:06 GMT 2023","Sat Dec 23 06:24:07 GMT 2023","218","Accounts and settings","Reseller","Child accounts","","","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied",""
"failed","Sat Dec 23 06:23:49 GMT 2023","Sat Dec 23 06:23:49 GMT 2023","228","Transactional","Inbound Email Parsing","","","","Fetch all events history for one particular received email.",""
"passed","Sat Dec 23 06:24:03 GMT 2023","Sat Dec 23 06:24:03 GMT 2023","221","Accounts and settings","Webhooks","","","","Get all webhooks",""
"passed","Sat Dec 23 06:24:09 GMT 2023","Sat Dec 23 06:24:10 GMT 2023","217","Accounts and settings","Senders","","","","Get the list of all your senders",""
"passed","Sat Dec 23 06:23:56 GMT 2023","Sat Dec 23 06:23:57 GMT 2023","219","Marketing","WhatsApp Campaigns","","","","Return all your created WhatsApp campaigns",""
"passed","Sat Dec 23 06:24:18 GMT 2023","Sat Dec 23 06:24:18 GMT 2023","218","Sales CRM","Files","","","","Upload a file",""
"passed","Sat Dec 23 06:24:16 GMT 2023","Sat Dec 23 06:24:17 GMT 2023","221","Sales CRM","Notes","","","","Get all notes",""
"failed","Sat Dec 23 06:23:47 GMT 2023","Sat Dec 23 06:23:48 GMT 2023","225","Transactional","Blocked Contacts","","","","Get the list of blocked or unsubscribed transactional contacts",""
"passed","Sat Dec 23 06:24:04 GMT 2023","Sat Dec 23 06:24:04 GMT 2023","202","Accounts and settings","Webhooks","","","","Delete a webhook",""
"passed","Sat Dec 23 06:24:18 GMT 2023","Sat Dec 23 06:24:19 GMT 2023","234","Sales CRM","Files","","","","Get file details",""
"passed","Sat Dec 23 06:23:53 GMT 2023","Sat Dec 23 06:23:53 GMT 2023","209","Marketing","Email Campaigns","","","","Get an A/B test email campaign results",""
"failed","Sat Dec 23 06:23:50 GMT 2023","Sat Dec 23 06:23:50 GMT 2023","226","Transactional","SMS statistics","","","","Get your SMS activity aggregated over a period of time",""
"passed","Sat Dec 23 06:23:46 GMT 2023","Sat Dec 23 06:23:47 GMT 2023","224","Transactional","Templates","","","","Send a template to your test list",""
"failed","Sat Dec 23 06:24:19 GMT 2023","Sat Dec 23 06:24:19 GMT 2023","214","Conversations","Messages","","","","Send a message as an agent",""
"passed","Sat Dec 23 06:24:14 GMT 2023","Sat Dec 23 06:24:14 GMT 2023","220","Sales CRM","Deals","","","","Get all deals",""
