"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 23 03:48:47 GMT 2023","Sat Dec 23 03:48:47 GMT 2023","212","Sales CRM","Files","","","","Delete a file",""
"failed","Sat Dec 23 03:48:14 GMT 2023","Sat Dec 23 03:48:14 GMT 2023","238","Transactional","Email API","","","","Delete scheduled emails by batchId or messageId",""
"failed","Sat Dec 23 03:48:14 GMT 2023","Sat Dec 23 03:48:14 GMT 2023","211","Transactional","Templates","","","","Create an email template",""
"passed","Sat Dec 23 03:48:41 GMT 2023","Sat Dec 23 03:48:41 GMT 2023","218","Sales CRM","Companies","","","","Get all Companies",""
"failed","Sat Dec 23 03:48:48 GMT 2023","Sat Dec 23 03:48:49 GMT 2023","227","Conversations","Pushed messages","","","","Send an automated message to a visitor",""
"passed","Sat Dec 23 03:48:34 GMT 2023","Sat Dec 23 03:48:34 GMT 2023","205","Accounts and settings","Reseller","Domains","","","Create a domain for a child account",""
"passed","Sat Dec 23 03:48:45 GMT 2023","Sat Dec 23 03:48:45 GMT 2023","207","Sales CRM","Tasks","","","","Delete a task",""
"failed","Sat Dec 23 03:48:37 GMT 2023","Sat Dec 23 03:48:37 GMT 2023","211","Accounts and settings","Corporate","","","","Create a new sub-account under a master account.",""
"failed","Sat Dec 23 03:48:20 GMT 2023","Sat Dec 23 03:48:21 GMT 2023","209","Marketing","Email Campaigns","","","","Send an email campaign immediately, based on campaignId",""
"failed","Sat Dec 23 03:48:17 GMT 2023","Sat Dec 23 03:48:17 GMT 2023","223","Transactional","Blocked Domains","","","","Add a new domain to the list of blocked domains",""
"passed","Sat Dec 23 03:48:42 GMT 2023","Sat Dec 23 03:48:43 GMT 2023","227","Sales CRM","Deals","","","","Get all deals",""
"failed","Sat Dec 23 03:48:28 GMT 2023","Sat Dec 23 03:48:28 GMT 2023","210","Contact management","Folders","","","","Get all folders",""
"failed","Sat Dec 23 03:48:26 GMT 2023","Sat Dec 23 03:48:26 GMT 2023","210","Contact management","Contacts","","","","Create a contact",""
"failed","Sat Dec 23 03:48:33 GMT 2023","Sat Dec 23 03:48:33 GMT 2023","206","Accounts and settings","Reseller","Credits","","","Remove Email and/or SMS credits from a specific child account",""
"passed","Sat Dec 23 03:48:16 GMT 2023","Sat Dec 23 03:48:16 GMT 2023","256","Transactional","Statistics","","","","Get all your transactional email activity (unaggregated events)",""
"passed","Sat Dec 23 03:48:29 GMT 2023","Sat Dec 23 03:48:29 GMT 2023","205","Contact management","Folders","","","","Delete a folder (and all its lists)",""
"passed","Sat Dec 23 03:48:28 GMT 2023","Sat Dec 23 03:48:28 GMT 2023","205","Contact management","Folders","","","","Returns a folder's details",""
"passed","Sat Dec 23 03:48:19 GMT 2023","Sat Dec 23 03:48:19 GMT 2023","217","Transactional","SMS statistics","","","","Get all your SMS activity (unaggregated events)",""
"passed","Sat Dec 23 03:48:22 GMT 2023","Sat Dec 23 03:48:22 GMT 2023","217","Marketing","Email Campaigns","","","","Get a shared template url",""
"passed","Sat Dec 23 03:48:40 GMT 2023","Sat Dec 23 03:48:41 GMT 2023","195","Accounts and settings","Domains","","","","Authenticate a domain",""
"passed","Sat Dec 23 03:48:40 GMT 2023","Sat Dec 23 03:48:40 GMT 2023","198","Accounts and settings","Domains","","","","Delete a domain",""
"passed","Sat Dec 23 03:48:44 GMT 2023","Sat Dec 23 03:48:45 GMT 2023","218","Sales CRM","Tasks","","","","Get all task types",""
"passed","Sat Dec 23 03:48:27 GMT 2023","Sat Dec 23 03:48:28 GMT 2023","275","Contact management","Contacts","","","","Update a contact",""
"failed","Sat Dec 23 03:48:22 GMT 2023","Sat Dec 23 03:48:22 GMT 2023","212","Marketing","Email Campaigns","","","","Export the recipients of an email campaign",""
"passed","Sat Dec 23 03:48:36 GMT 2023","Sat Dec 23 03:48:37 GMT 2023","214","Accounts and settings","Process","","","","Return the informations for a process",""
"passed","Sat Dec 23 03:48:35 GMT 2023","Sat Dec 23 03:48:35 GMT 2023","196","Accounts and settings","Reseller","Child accounts","","","Delete a single reseller child based on the child identifier supplied",""
"passed","Sat Dec 23 03:48:31 GMT 2023","Sat Dec 23 03:48:31 GMT 2023","197","Contact management","Attributes","","","","Update contact attribute",""
"failed","Sat Dec 23 03:48:26 GMT 2023","Sat Dec 23 03:48:26 GMT 2023","221","Contact management","Contacts","","","","Update multiple contacts",""
"failed","Sat Dec 23 03:48:19 GMT 2023","Sat Dec 23 03:48:19 GMT 2023","219","Transactional","SMS statistics","","","","Get your SMS activity aggregated per day",""
"failed","Sat Dec 23 03:48:15 GMT 2023","Sat Dec 23 03:48:16 GMT 2023","296","Transactional","Statistics","","","","Get your transactional email activity aggregated per day",""
"passed","Sat Dec 23 03:48:46 GMT 2023","Sat Dec 23 03:48:46 GMT 2023","216","Sales CRM","Files","","","","Get all files",""
"passed","Sat Dec 23 03:48:39 GMT 2023","Sat Dec 23 03:48:39 GMT 2023","206","Accounts and settings","Senders","","","","Update a sender",""
"passed","Sat Dec 23 03:48:45 GMT 2023","Sat Dec 23 03:48:45 GMT 2023","224","Sales CRM","Notes","","","","Get all notes",""
"passed","Sat Dec 23 03:48:34 GMT 2023","Sat Dec 23 03:48:34 GMT 2023","215","Accounts and settings","Reseller","Domains","","","Get all sender domains for a specific child account",""
"passed","Sat Dec 23 03:48:48 GMT 2023","Sat Dec 23 03:48:48 GMT 2023","221","Conversations","Messages","","","","Get a message",""
"passed","Sat Dec 23 03:48:22 GMT 2023","Sat Dec 23 03:48:22 GMT 2023","219","Marketing","Email Campaigns","","","","Return all your created email campaigns",""
"passed","Sat Dec 23 03:48:51 GMT 2023","Sat Dec 23 03:48:51 GMT 2023","208","eCommerce","Products","","","","Create products in batch",""
"failed","Sat Dec 23 03:48:20 GMT 2023","Sat Dec 23 03:48:20 GMT 2023","214","Marketing","Email Campaigns","","","","Update an email campaign",""
"failed","Sat Dec 23 03:48:18 GMT 2023","Sat Dec 23 03:48:19 GMT 2023","238","Transactional","SMS statistics","","","","Get your SMS activity aggregated over a period of time",""
"passed","Sat Dec 23 03:48:23 GMT 2023","Sat Dec 23 03:48:24 GMT 2023","227","Marketing","SMS Campaigns","","","","Delete an SMS campaign",""
"failed","Sat Dec 23 03:48:21 GMT 2023","Sat Dec 23 03:48:21 GMT 2023","230","Marketing","Email Campaigns","","","","Send the report of a campaign",""
"failed","Sat Dec 23 03:48:17 GMT 2023","Sat Dec 23 03:48:17 GMT 2023","213","Transactional","Logs","","","","Delete hardbounces",""
"passed","Sat Dec 23 03:48:30 GMT 2023","Sat Dec 23 03:48:30 GMT 2023","214","Contact management","Lists","","","","Get a list's details",""
"failed","Sat Dec 23 03:48:27 GMT 2023","Sat Dec 23 03:48:27 GMT 2023","220","Contact management","Contacts","","","","Import contacts",""
"passed","Sat Dec 23 03:48:15 GMT 2023","Sat Dec 23 03:48:15 GMT 2023","226","Transactional","Templates","","","","Delete an inactive email template",""
"passed","Sat Dec 23 03:48:33 GMT 2023","Sat Dec 23 03:48:33 GMT 2023","194","Accounts and settings","Webhooks","","","","Delete a webhook",""
"passed","Sat Dec 23 03:48:26 GMT 2023","Sat Dec 23 03:48:26 GMT 2023","221","Contact management","Contacts","","","","Get all the contacts",""
"failed","Sat Dec 23 03:48:15 GMT 2023","Sat Dec 23 03:48:15 GMT 2023","247","Transactional","Statistics","","","","Get your transactional email activity aggregated over a period of time",""
"passed","Sat Dec 23 03:48:43 GMT 2023","Sat Dec 23 03:48:43 GMT 2023","226","Sales CRM","Deals","","","","Get a deal",""
"passed","Sat Dec 23 03:48:48 GMT 2023","Sat Dec 23 03:48:48 GMT 2023","217","Conversations","Messages","","","","Update a message sent by an agent",""
"passed","Sat Dec 23 03:48:45 GMT 2023","Sat Dec 23 03:48:45 GMT 2023","215","Sales CRM","Tasks","","","","Get a task",""
"passed","Sat Dec 23 03:48:45 GMT 2023","Sat Dec 23 03:48:45 GMT 2023","206","Sales CRM","Tasks","","","","Update a task",""
"passed","Sat Dec 23 03:48:32 GMT 2023","Sat Dec 23 03:48:32 GMT 2023","214","Accounts and settings","Webhooks","","","","Get all webhooks",""
"failed","Sat Dec 23 03:48:24 GMT 2023","Sat Dec 23 03:48:25 GMT 2023","211","Marketing","SMS Campaigns","","","","Send an SMS campaign's report",""
"failed","Sat Dec 23 03:48:28 GMT 2023","Sat Dec 23 03:48:28 GMT 2023","214","Contact management","Folders","","","","Create a folder",""
"passed","Sat Dec 23 03:48:19 GMT 2023","Sat Dec 23 03:48:20 GMT 2023","216","Transactional","WhatsApp Transactional","","","","Get all your WhatsApp activity (unaggregated events) Copy",""
"failed","Sat Dec 23 03:48:50 GMT 2023","Sat Dec 23 03:48:50 GMT 2023","204","eCommerce","Categories","","","","Create/update a category",""
"passed","Sat Dec 23 03:48:29 GMT 2023","Sat Dec 23 03:48:29 GMT 2023","214","Contact management","Lists","","","","Get all the lists",""
"passed","Sat Dec 23 03:48:38 GMT 2023","Sat Dec 23 03:48:38 GMT 2023","208","Accounts and settings","Account data","","","","Get your account information, plan and credits details",""
"passed","Sat Dec 23 03:48:34 GMT 2023","Sat Dec 23 03:48:34 GMT 2023","209","Accounts and settings","Reseller","Domains","","","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed",""
"failed","Sat Dec 23 03:48:24 GMT 2023","Sat Dec 23 03:48:24 GMT 2023","206","Marketing","SMS Campaigns","","","","Export an SMS campaign's recipients",""
"failed","Sat Dec 23 03:48:24 GMT 2023","Sat Dec 23 03:48:24 GMT 2023","203","Marketing","SMS Campaigns","","","","Update a campaign's status",""
"passed","Sat Dec 23 03:48:36 GMT 2023","Sat Dec 23 03:48:36 GMT 2023","223","Accounts and settings","Reseller","Child accounts","","","Get session token to access Sendinblue (SSO)",""
"passed","Sat Dec 23 03:48:46 GMT 2023","Sat Dec 23 03:48:47 GMT 2023","217","Sales CRM","Files","","","","Upload a file",""
"failed","Sat Dec 23 03:48:48 GMT 2023","Sat Dec 23 03:48:48 GMT 2023","214","Conversations","Status","","","","Sets agent’s status to online for 2-3 minutes",""
"passed","Sat Dec 23 03:48:30 GMT 2023","Sat Dec 23 03:48:30 GMT 2023","242","Contact management","Lists","","","","Get contacts in a list",""
"passed","Sat Dec 23 03:48:51 GMT 2023","Sat Dec 23 03:48:51 GMT 2023","220","eCommerce","Products","","","","Get all products",""
"passed","Sat Dec 23 03:48:31 GMT 2023","Sat Dec 23 03:48:31 GMT 2023","204","Contact management","Lists","","","","Delete a list",""
"passed","Sat Dec 23 03:48:21 GMT 2023","Sat Dec 23 03:48:22 GMT 2023","270","Marketing","Email Campaigns","","","","Get an A/B test email campaign results",""
"passed","Sat Dec 23 03:48:32 GMT 2023","Sat Dec 23 03:48:32 GMT 2023","215","Accounts and settings","Webhooks","","","","Get a webhook details",""
"passed","Sat Dec 23 03:48:39 GMT 2023","Sat Dec 23 03:48:39 GMT 2023","205","Accounts and settings","Senders","","","","Delete a sender",""
"failed","Sat Dec 23 03:48:26 GMT 2023","Sat Dec 23 03:48:26 GMT 2023","212","Contact management","Contacts","","","","Create Contact via DOI (Double-Opt-In) Flow",""
"passed","Sat Dec 23 03:48:36 GMT 2023","Sat Dec 23 03:48:36 GMT 2023","206","Accounts and settings","Process","","","","Return all the processes for your account",""
"passed","Sat Dec 23 03:48:46 GMT 2023","Sat Dec 23 03:48:46 GMT 2023","220","Sales CRM","Notes","","","","Get a note",""
"passed","Sat Dec 23 03:48:35 GMT 2023","Sat Dec 23 03:48:35 GMT 2023","218","Accounts and settings","Reseller","Child accounts","","","Update info of reseller's child based on the child identifier supplied",""
"failed","Sat Dec 23 03:48:23 GMT 2023","Sat Dec 23 03:48:23 GMT 2023","203","Marketing","SMS Campaigns","","","","Update an SMS campaign",""
"failed","Sat Dec 23 03:48:51 GMT 2023","Sat Dec 23 03:48:52 GMT 2023","220","eCommerce","","","","","Activate eCommerce platform on your account",""
"failed","Sat Dec 23 03:48:49 GMT 2023","Sat Dec 23 03:48:50 GMT 2023","226","eCommerce","Orders","","","","Create/update an order",""
"passed","Sat Dec 23 03:48:46 GMT 2023","Sat Dec 23 03:48:46 GMT 2023","206","Sales CRM","Notes","","","","Update a note",""
"passed","Sat Dec 23 03:48:43 GMT 2023","Sat Dec 23 03:48:43 GMT 2023","221","Sales CRM","Deals","","","","Get deal attributes",""
"failed","Sat Dec 23 03:48:30 GMT 2023","Sat Dec 23 03:48:30 GMT 2023","211","Contact management","Lists","","","","Add existing contacts to a list",""
"failed","Sat Dec 23 03:48:20 GMT 2023","Sat Dec 23 03:48:20 GMT 2023","224","Marketing","Email Campaigns","","","","Create an email campaign",""
"failed","Sat Dec 23 03:48:16 GMT 2023","Sat Dec 23 03:48:17 GMT 2023","226","Transactional","Blocked Domains","","","","Get the list of blocked domains",""
"passed","Sat Dec 23 03:48:42 GMT 2023","Sat Dec 23 03:48:42 GMT 2023","202","Sales CRM","Companies","","","","Delete a company",""
"failed","Sat Dec 23 03:48:13 GMT 2023","Sat Dec 23 03:48:13 GMT 2023","259","Transactional","Email API","","","","Get the personalized content of a sent transactional email",""
"passed","Sat Dec 23 03:48:28 GMT 2023","Sat Dec 23 03:48:28 GMT 2023","213","Contact management","Contacts","","","","Get email campaigns' statistics for a contact",""
"passed","Sat Dec 23 03:48:31 GMT 2023","Sat Dec 23 03:48:31 GMT 2023","204","Contact management","Attributes","","","","List all attributes",""
"failed","Sat Dec 23 03:48:21 GMT 2023","Sat Dec 23 03:48:21 GMT 2023","212","Marketing","Email Campaigns","","","","Send an email campaign to your test list",""
"failed","Sat Dec 23 03:48:23 GMT 2023","Sat Dec 23 03:48:23 GMT 2023","225","Marketing","SMS Campaigns","","","","Get an SMS campaign",""
"failed","Sat Dec 23 03:48:43 GMT 2023","Sat Dec 23 03:48:43 GMT 2023","200","Sales CRM","Deals","","","","Create a deal",""
"passed","Sat Dec 23 03:48:50 GMT 2023","Sat Dec 23 03:48:50 GMT 2023","207","eCommerce","Categories","","","","Create categories in batch",""
"failed","Sat Dec 23 03:48:50 GMT 2023","Sat Dec 23 03:48:50 GMT 2023","219","eCommerce","Categories","","","","Get all categories",""
"failed","Sat Dec 23 03:48:45 GMT 2023","Sat Dec 23 03:48:46 GMT 2023","213","Sales CRM","Notes","","","","Create a note",""
"passed","Sat Dec 23 03:48:32 GMT 2023","Sat Dec 23 03:48:33 GMT 2023","211","Accounts and settings","Webhooks","","","","Update a webhook",""
"passed","Sat Dec 23 03:48:47 GMT 2023","Sat Dec 23 03:48:47 GMT 2023","213","Sales CRM","Files","","","","Get file details",""
"passed","Sat Dec 23 03:48:43 GMT 2023","Sat Dec 23 03:48:44 GMT 2023","203","Sales CRM","Deals","","","","Delete a deal",""
"failed","Sat Dec 23 03:48:40 GMT 2023","Sat Dec 23 03:48:40 GMT 2023","218","Accounts and settings","Domains","","","","Create a new domain",""
