"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 23 05:58:35 GMT 2023","Sat Dec 23 05:58:35 GMT 2023","139","Marketing","SMS Campaigns","","","","Export an SMS campaign's recipients",""
"failed","Sat Dec 23 05:58:34 GMT 2023","Sat Dec 23 05:58:34 GMT 2023","150","Marketing","SMS Campaigns","","","","Get an SMS campaign",""
"passed","Sat Dec 23 05:58:50 GMT 2023","Sat Dec 23 05:58:50 GMT 2023","128","Conversations","Messages","","","","Update a message sent by an agent",""
"passed","Sat Dec 23 05:58:35 GMT 2023","Sat Dec 23 05:58:36 GMT 2023","146","Marketing","WhatsApp Campaigns","","","","Return all your created WhatsApp templates",""
"passed","Sat Dec 23 05:58:47 GMT 2023","Sat Dec 23 05:58:47 GMT 2023","120","Sales CRM","Deals","","","","Delete a deal",""
"failed","Sat Dec 23 05:58:52 GMT 2023","Sat Dec 23 05:58:52 GMT 2023","131","eCommerce","Products","","","","Create/update a product",""
"passed","Sat Dec 23 05:58:35 GMT 2023","Sat Dec 23 05:58:35 GMT 2023","119","Marketing","WhatsApp Campaigns","","","","Delete a WhatsApp campaign",""
"passed","Sat Dec 23 05:58:47 GMT 2023","Sat Dec 23 05:58:47 GMT 2023","141","Sales CRM","Tasks","","","","Get all tasks",""
"passed","Sat Dec 23 05:58:36 GMT 2023","Sat Dec 23 05:58:37 GMT 2023","142","Contact management","Contacts","","","","Get a contact's details",""
"passed","Sat Dec 23 05:58:47 GMT 2023","Sat Dec 23 05:58:47 GMT 2023","141","Sales CRM","Deals","","","","Get a deal",""
"passed","Sat Dec 23 05:58:50 GMT 2023","Sat Dec 23 05:58:50 GMT 2023","144","Conversations","Messages","","","","Get a message",""
"passed","Sat Dec 23 05:58:52 GMT 2023","Sat Dec 23 05:58:52 GMT 2023","133","eCommerce","Categories","","","","Create categories in batch",""
