"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 20 21:09:14 GMT 2023","Wed Dec 20 21:09:14 GMT 2023","351","Transactional","Email API","","","","Get the list of transactional emails on the basis of allowed filters",""
"failed","Wed Dec 20 21:09:15 GMT 2023","Wed Dec 20 21:09:15 GMT 2023","159","Transactional","Templates","","","","Create an email template",""
"passed","Wed Dec 20 21:09:15 GMT 2023","Wed Dec 20 21:09:15 GMT 2023","165","Transactional","Templates","","","","Returns the template information",""
"failed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:37 GMT 2023","134","Sales CRM","Notes","","","","Create a note",""
"passed","Wed Dec 20 21:09:29 GMT 2023","Wed Dec 20 21:09:29 GMT 2023","141","Accounts and settings","Reseller","Domains","","","Get all sender domains for a specific child account",""
"passed","Wed Dec 20 21:09:23 GMT 2023","Wed Dec 20 21:09:23 GMT 2023","153","Marketing","WhatsApp Campaigns","","","","Get a WhatsApp campaign",""
"failed","Wed Dec 20 21:09:31 GMT 2023","Wed Dec 20 21:09:31 GMT 2023","131","Accounts and settings","Corporate","","","","Create a new sub-account under a master account.",""
"failed","Wed Dec 20 21:09:14 GMT 2023","Wed Dec 20 21:09:14 GMT 2023","166","Transactional","Email API","","","","Send a scheduled transactional email",""
"passed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:37 GMT 2023","136","Sales CRM","Tasks","","","","Update a task",""
"passed","Wed Dec 20 21:09:38 GMT 2023","Wed Dec 20 21:09:38 GMT 2023","134","Sales CRM","Files","","","","Download a file",""
"passed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:37 GMT 2023","138","Sales CRM","Notes","","","","Get a note",""
"failed","Wed Dec 20 21:09:28 GMT 2023","Wed Dec 20 21:09:28 GMT 2023","131","Accounts and settings","Webhooks","","","","Create a webhook",""
"passed","Wed Dec 20 21:09:25 GMT 2023","Wed Dec 20 21:09:25 GMT 2023","159","Contact management","Folders","","","","Returns a folder's details",""
"failed","Wed Dec 20 21:09:25 GMT 2023","Wed Dec 20 21:09:25 GMT 2023","130","Contact management","Folders","","","","Create a folder",""
"failed","Wed Dec 20 21:09:41 GMT 2023","Wed Dec 20 21:09:41 GMT 2023","146","eCommerce","Products","","","","Create/update a product",""
"passed","Wed Dec 20 21:09:41 GMT 2023","Wed Dec 20 21:09:41 GMT 2023","140","eCommerce","Products","","","","Get a product's details",""
"failed","Wed Dec 20 21:09:32 GMT 2023","Wed Dec 20 21:09:32 GMT 2023","142","Accounts and settings","Senders","","","","Create a new sender",""
"passed","Wed Dec 20 21:09:34 GMT 2023","Wed Dec 20 21:09:35 GMT 2023","126","Sales CRM","Companies","","","","Delete a company",""
"failed","Wed Dec 20 21:09:19 GMT 2023","Wed Dec 20 21:09:19 GMT 2023","222","Marketing","Email Campaigns","","","","Get an email campaign report",""
"failed","Wed Dec 20 21:09:19 GMT 2023","Wed Dec 20 21:09:20 GMT 2023","158","Marketing","Email Campaigns","","","","Update an email campaign",""
"failed","Wed Dec 20 21:09:19 GMT 2023","Wed Dec 20 21:09:19 GMT 2023","138","Transactional","WhatsApp Transactional","","","","Send a WhatsApp message",""
"passed","Wed Dec 20 21:09:27 GMT 2023","Wed Dec 20 21:09:27 GMT 2023","137","Contact management","Attributes","","","","List all attributes",""
"passed","Wed Dec 20 21:09:30 GMT 2023","Wed Dec 20 21:09:30 GMT 2023","147","Accounts and settings","Reseller","Child accounts","","","Get session token to access Sendinblue (SSO)",""
"failed","Wed Dec 20 21:09:21 GMT 2023","Wed Dec 20 21:09:21 GMT 2023","150","Marketing","Email Campaigns","","","","Export the recipients of an email campaign",""
"passed","Wed Dec 20 21:09:34 GMT 2023","Wed Dec 20 21:09:34 GMT 2023","144","Sales CRM","Companies","","","","Get company attributes",""
"passed","Wed Dec 20 21:09:20 GMT 2023","Wed Dec 20 21:09:21 GMT 2023","140","Marketing","Email Campaigns","","","","Get an A/B test email campaign results",""
"passed","Wed Dec 20 21:09:33 GMT 2023","Wed Dec 20 21:09:34 GMT 2023","139","Accounts and settings","Domains","","","","Validate domain configuration",""
"passed","Wed Dec 20 21:09:27 GMT 2023","Wed Dec 20 21:09:27 GMT 2023","127","Contact management","Lists","","","","Update a list",""
"failed","Wed Dec 20 21:09:14 GMT 2023","Wed Dec 20 21:09:15 GMT 2023","361","Transactional","Email API","","","","Get the personalized content of a sent transactional email",""
"failed","Wed Dec 20 21:09:22 GMT 2023","Wed Dec 20 21:09:22 GMT 2023","148","Marketing","SMS Campaigns","","","","Update a campaign's status",""
"passed","Wed Dec 20 21:09:33 GMT 2023","Wed Dec 20 21:09:33 GMT 2023","136","Accounts and settings","Senders","","","","Delete a sender",""
"passed","Wed Dec 20 21:09:30 GMT 2023","Wed Dec 20 21:09:30 GMT 2023","140","Accounts and settings","Reseller","Child accounts","","","Get the list of all children accounts",""
"passed","Wed Dec 20 21:09:34 GMT 2023","Wed Dec 20 21:09:34 GMT 2023","130","Sales CRM","Companies","","","","Link and Unlink company with contact and deal",""
"passed","Wed Dec 20 21:09:27 GMT 2023","Wed Dec 20 21:09:28 GMT 2023","144","Accounts and settings","Webhooks","","","","Get all webhooks",""
"passed","Wed Dec 20 21:09:36 GMT 2023","Wed Dec 20 21:09:36 GMT 2023","137","Sales CRM","Deals","","","","Delete a deal",""
"passed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:37 GMT 2023","124","Sales CRM","Notes","","","","Update a note",""
"passed","Wed Dec 20 21:09:28 GMT 2023","Wed Dec 20 21:09:28 GMT 2023","131","Accounts and settings","Webhooks","","","","Update a webhook",""
"passed","Wed Dec 20 21:09:41 GMT 2023","Wed Dec 20 21:09:41 GMT 2023","131","eCommerce","Products","","","","Create products in batch",""
"passed","Wed Dec 20 21:09:33 GMT 2023","Wed Dec 20 21:09:33 GMT 2023","148","Accounts and settings","Senders","","","","Get all the dedicated IPs for a sender",""
"passed","Wed Dec 20 21:09:29 GMT 2023","Wed Dec 20 21:09:29 GMT 2023","129","Accounts and settings","Reseller","Domains","","","Create a domain for a child account",""
"failed","Wed Dec 20 21:09:16 GMT 2023","Wed Dec 20 21:09:16 GMT 2023","329","Transactional","Statistics","","","","Get your transactional email activity aggregated over a period of time",""
"failed","Wed Dec 20 21:09:18 GMT 2023","Wed Dec 20 21:09:18 GMT 2023","143","Transactional","SMS statistics","","","","Get your SMS activity aggregated over a period of time",""
"failed","Wed Dec 20 21:09:21 GMT 2023","Wed Dec 20 21:09:21 GMT 2023","145","Marketing","Email Campaigns","","","","Upload an image to your account's image gallery",""
"passed","Wed Dec 20 21:09:27 GMT 2023","Wed Dec 20 21:09:27 GMT 2023","133","Contact management","Attributes","","","","Update contact attribute",""
"failed","Wed Dec 20 21:09:17 GMT 2023","Wed Dec 20 21:09:17 GMT 2023","152","Transactional","Blocked Domains","","","","Get the list of blocked domains",""
"failed","Wed Dec 20 21:09:21 GMT 2023","Wed Dec 20 21:09:22 GMT 2023","145","Marketing","SMS Campaigns","","","","Returns the information for all your created SMS campaigns",""
"passed","Wed Dec 20 21:09:23 GMT 2023","Wed Dec 20 21:09:23 GMT 2023","142","Marketing","WhatsApp Campaigns","","","","Return all your created WhatsApp campaigns",""
"passed","Wed Dec 20 21:09:40 GMT 2023","Wed Dec 20 21:09:41 GMT 2023","145","eCommerce","Products","","","","Get all products",""
"passed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:38 GMT 2023","126","Sales CRM","Notes","","","","Delete a note",""
"passed","Wed Dec 20 21:09:38 GMT 2023","Wed Dec 20 21:09:38 GMT 2023","157","Sales CRM","Files","","","","Get file details",""
"passed","Wed Dec 20 21:09:34 GMT 2023","Wed Dec 20 21:09:34 GMT 2023","144","Sales CRM","Companies","","","","Get a company",""
"passed","Wed Dec 20 21:09:30 GMT 2023","Wed Dec 20 21:09:30 GMT 2023","131","Accounts and settings","Reseller","Child accounts","","","Update info of reseller's child based on the child identifier supplied",""
"passed","Wed Dec 20 21:09:33 GMT 2023","Wed Dec 20 21:09:33 GMT 2023","155","Accounts and settings","Senders","","","","Update a sender",""
"failed","Wed Dec 20 21:09:16 GMT 2023","Wed Dec 20 21:09:17 GMT 2023","168","Transactional","Blocked Contacts","","","","Get the list of blocked or unsubscribed transactional contacts",""
"passed","Wed Dec 20 21:09:34 GMT 2023","Wed Dec 20 21:09:34 GMT 2023","154","Sales CRM","Companies","","","","Get all Companies",""
"failed","Wed Dec 20 21:09:18 GMT 2023","Wed Dec 20 21:09:18 GMT 2023","155","Transactional","Inbound Email Parsing","","","","Fetch all events history for one particular received email.",""
"failed","Wed Dec 20 21:09:39 GMT 2023","Wed Dec 20 21:09:39 GMT 2023","143","Conversations","Pushed messages","","","","Send an automated message to a visitor",""
"passed","Wed Dec 20 21:09:27 GMT 2023","Wed Dec 20 21:09:27 GMT 2023","158","Contact management","Lists","","","","Get a list's details",""
"passed","Wed Dec 20 21:09:23 GMT 2023","Wed Dec 20 21:09:23 GMT 2023","143","Marketing","WhatsApp Campaigns","","","","Delete a WhatsApp campaign",""
"failed","Wed Dec 20 21:09:15 GMT 2023","Wed Dec 20 21:09:15 GMT 2023","187","Transactional","Templates","","","","Get the list of email templates",""
"passed","Wed Dec 20 21:09:31 GMT 2023","Wed Dec 20 21:09:31 GMT 2023","152","Accounts and settings","Process","","","","Return the informations for a process",""
"passed","Wed Dec 20 21:09:15 GMT 2023","Wed Dec 20 21:09:16 GMT 2023","148","Transactional","Templates","","","","Update an email template",""
"failed","Wed Dec 20 21:09:26 GMT 2023","Wed Dec 20 21:09:27 GMT 2023","161","Contact management","Lists","","","","Delete a contact from a list",""
"failed","Wed Dec 20 21:09:24 GMT 2023","Wed Dec 20 21:09:24 GMT 2023","143","Contact management","Contacts","","","","Import contacts",""
"failed","Wed Dec 20 21:09:18 GMT 2023","Wed Dec 20 21:09:19 GMT 2023","152","Transactional","SMS statistics","","","","Get your SMS activity aggregated per day",""
"passed","Wed Dec 20 21:09:26 GMT 2023","Wed Dec 20 21:09:26 GMT 2023","155","Contact management","Lists","","","","Get contacts in a list",""
"passed","Wed Dec 20 21:09:32 GMT 2023","Wed Dec 20 21:09:32 GMT 2023","145","Accounts and settings","Corporate","","","","Get sub-account details",""
"passed","Wed Dec 20 21:09:18 GMT 2023","Wed Dec 20 21:09:18 GMT 2023","155","Transactional","Inbound Email Parsing","","","","Retrieve inbound attachment with download token.",""
"failed","Wed Dec 20 21:09:22 GMT 2023","Wed Dec 20 21:09:22 GMT 2023","134","Marketing","SMS Campaigns","","","","Update an SMS campaign",""
"passed","Wed Dec 20 21:09:37 GMT 2023","Wed Dec 20 21:09:37 GMT 2023","136","Sales CRM","Tasks","","","","Delete a task",""
"passed","Wed Dec 20 21:09:36 GMT 2023","Wed Dec 20 21:09:36 GMT 2023","126","Sales CRM","Deals","","","","Update a deal",""
"passed","Wed Dec 20 21:09:30 GMT 2023","Wed Dec 20 21:09:30 GMT 2023","150","Accounts and settings","Reseller","Child accounts","","","Update info of reseller's child account status based on the identifier supplied",""
"passed","Wed Dec 20 21:09:35 GMT 2023","Wed Dec 20 21:09:35 GMT 2023","128","Sales CRM","Deals","","","","Link and Unlink a deal with contacts and companies",""
"failed","Wed Dec 20 21:09:20 GMT 2023","Wed Dec 20 21:09:20 GMT 2023","267","Marketing","Email Campaigns","","","","Send the report of a campaign",""
